,song_id,song_name,lyrics,vagalume_song_url,vagalume_song_id
20,20,Fio de Cabelo,Quando a gente ama|Qualquer coisa serve para relembrar|Um vestido velho da mulher amada|Tem muito valor|Aquele restinho do perfume dela|Que ficou no frasco|Sobre a penteadeira|Mostrando que o quarto|Já foi o cenário de um grande amor|E hoje o que encontrei me deixou mais triste|Um pedacinho dela que existe|Um fio de cabelo no meu paletó|Lembrei de tudo entre nós|Do amor vivido|Aquele fio de cabelo comprido|Já esteve grudado em nosso suor|Quando a gente ama|E não vive junto da mulher amada|Uma coisa à toa|É um bom motivo pra gente chorar|Apagam-se as luzes ao chegar a hora|De ir para a cama|A gente começa a esperar por quem ama|Na impressão que ela venha se deitar,https://www.vagalume.com.br/chitaozinho-e-xororo/fio-de-cabelo.html,3ade68b6g2fc1fda3
21,21,Galopeira,"Foi num baile em Assunción|Capital do Paraguai|Onde eu vi as paraguaias|Sorridentes a bailar|E ao som de suas guitarras|Quatro guapos a cantar|Galopeira, galopeira|Eu também entrei a dançar|Foi num baile em Assunción|Capital do Paraguai|Onde eu vi as paraguaias|Sorridentes a bailar|E ao som de suas guitarras|Quatro guapos a cantar|Galopeira, galopeira|Eu também entrei a dançar|Galopeira|Nunca mais te esquecerei|Galopeira|Pra matar minha saudade|Pra minha felicidade Paraguai, eu voltarei|Pra minha felicidade Paraguai, eu voltarei",https://www.vagalume.com.br/chitaozinho-e-xororo/galopeira.html,3ade68b7g82904ea3
22,22,Nuvem de Lágrimas,"Há uma nuvem de lágrimas sobre os meus olhos|Dizendo pra mim que você foi embora|E que não demora meu pranto rolar|Eu tenho feito de tudo pra me convencer|E provar que a vida é melhor sem você|Mas meu coração não se deixa enganar|Vivo inventando paixões pra fugir da saudade|Mas depois da cama a realidade|É só sua ausência doendo demais|Dá um vazio no peito, uma coisa ruim|O meu corpo querendo o seu corpo em mim|Vou sobrevivendo num mundo sem paz|Ah,jeito triste de ter você|Longe dos olhos e dentro do meu coração|Me ensina a te esquecer|Ou venha logo e me tira desta solidão",https://www.vagalume.com.br/chitaozinho-e-xororo/nuvem-de-lagrimas.html,3ade68b6gafc1fda3
23,23,Sinônimos,"Quanto o tempo o coração, leva pra saber|Que o sinônimo de amar é sofrer|No aroma de amores pode haver espinhos|É como ter mulheres e milhões e ser sozinho|Na solidão de casa, descansar|O sentido da vida, encontrar|Quem pode dizer onde a felicidade está|O amor é feito de paixões|E quando perde a razão|Não sabe quem vai machucar|Quem ama nunca sente medo|De contar o seu segredo|Sinônimo de amor é amar|Quem revelará o mistério que tem a fé|E quantos segredos traz o coração de uma mulher|Como é triste a tristeza mendigando um sorriso|Um cego procurando a luz na imensidão do paraíso|Quem tem amor na vida, tem sorte|Quem na fraqueza sabe ser bem mais forte|Ninguém sabe dizer onde a felicidade está|O amor é feito de paixões|E quando perde a razão|Não sabe quem vai machucar|Quem ama nunca sente medo|De contar o seu segredo|Sinônimo de amor é amar|O amor é feito de paixões|E quando perde a razão|Não sabe quem vai machucar|Quem ama nunca sente medo|De contar o seu segredo|Sinônimo de amor é amar|Quem revelará o mistério que tem a fé|E quantos segredos traz o coração de uma mulher|Como é triste a tristeza mendigando um sorriso|Um cego procurando a luz na imensidão do paraíso|O amor é feito de paixões|E quando perde a razão|Não sabe quem vai machucar|Quem ama nunca sente medo|De contar o seu segredo|Sinônimo de amor é amar|O amor é feito de paixões|E quando perde a razão|Não sabe quem vai machucar|Quem ama nunca sente medo|De contar o seu segredo|Sinônimo de amor é amar",https://www.vagalume.com.br/chitaozinho-e-xororo/sinonimos.html,3ade68b7g83e74ea3
24,24,Quero Te Encontrar,"Quando você vem pra passar o fim de semana|Eu finjo estar tudo bem mesmo duro ou com grana|É que...|Você ignora tudo que eu faço|Depois vai embora|desatando os nossos laços|Quero te encontrar|Quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|quero te encontrar|quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|Quando você vem pra passar o fim de semana|Eu finjo estar tudo bem mesmo duro ou com grana|É que...|Você ignora tudo que eu faço|Depois vai embora|desatando os nossos laços|Quero te encontrar|Quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|quero te encontrar|quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|É muita ousadia ter que percorrer|O país inteiro pra achar você|Mas tudo que eu faço tem um bom motivo|Linda eu te amo vem ficar comigo|Tô alucinado pelo seu olhar|Vou aonde for até encontrar|Eu te amo demais você é minha paz|Faz amor gostoso de novo comigo faz|Faaaaaaz|Quero te encontrar|Quero te amar|você pra mim é tudo|minha terra,meu céu,meu mar|quero te encontrar|quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|Quero te encontrar|Quero te amar|você pra mim é tudo|minha terra,meu céu,meu mar|quero te encontrar|quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|Quero te encontrar|Quero te amar|você pra mim é tudo|minha terra,meu céu,meu mar|quero te encontrar|quero te amar|você pra mim é tudo|minha terra, meu céu, meu mar|quero te te encontrar|quero te te encontrar|quero te te encontrar|quero te encontrar",https://www.vagalume.com.br/claudinho-buchecha/quero-te-encontrar.html,3ade68b7gc6d68ea3
25,25,Eu Te Devoro,"Teus sinais|Me confundem da cabeça aos pés|Mas por dentro eu te devoro|Teu olhar|Não me diz exato quem tu és|Mesmo assim eu te devoro|Te devoraria a qualquer preço|Porque te ignoro ou te conheço|Quando chove ou quando faz frio|Noutro plano|Te devoraria tal Caetano|A Leonardo di Caprio|É um milagre|Tudo o que Deus criou|Pensando em você|Fez a via-láctea|Fez os dinossauros|Sem pensar em nada|Fez a minha vida|E te deu|Sem contar os dias|Que me faz morrer sem saber de ti|Jogado à solidão|Mas se quer saber|Se eu quero outra vida,|Não, não.|Eu quero mesmo é viver|Pra esperar, esperar|Devorar você|© 1998 Luanda Edições Musicais Ltda.",https://www.vagalume.com.br/djavan/eu-te-devoro.html,3ade68b6gf1e1fda3
26,26,Flor de Lis,"Valei-me, Deus!|É o fim do nosso amor|Perdoa, por favor|Eu sei que o erro aconteceu|Mas não sei o que fez|Tudo mudar de vez|Onde foi que eu errei?|Eu só sei que amei,|Que amei, que amei, que amei|Será talvez|Que minha ilusão|Foi dar meu coração|Com toda força|Pra essa moça|Me fazer feliz|E o destino não quis|Me ver como raiz|De uma flor de lis|E foi assim que eu vi|Nosso amor na poeira,|Poeira|Morto na beleza fria de Maria|E o meu jardim da vida|Ressecou, morreu|Do pé que brotou Maria|Nem margarida nasceu.|E o meu jardim da vida|Ressecou, morreu|Do pé que brotou Maria|Nem margarida nasceu.|© 1976 BMG Music Publishing Brasil.",https://www.vagalume.com.br/djavan/flor-de-lis.html,3ade68b6g32e1fda3
27,27,Oceano,Assim|Que o dia amanheceu|Lá no mar alto da paixão|Dava pra ver o tempo ruir|Cadê você? Que solidão!|Esquecera de mim|Enfim|De tudo que há na terra|Não há nada em lugar nenhum|Que vá crescer sem voce chegar|Longe de ti tudo parou|Ninguém sabe o que eu sofri|Amar é um deserto|E seus temores|Vida que vai na sela|Dessas dores|Não sabe voltar|Me dá teu calor|Vem me fazer feliz|Porque eu te amo|Você deságua em mim|E eu oceano|Esqueço que amar|É quase uma dor|Só sei|Viver|Se for|Por você|© 1989 Luanda Edições Musicais Ltda.,https://www.vagalume.com.br/djavan/oceano.html,3ade68b6g7f69eda3
28,28,Samurai,"Ai....|Quanto querer|Cabe em meu coração|Ai....|Me faz sofrer|Faz que me mata|E se não mata, fere|Vai....|Sem me dizer|Na casa da paixão|Sai....|Quando bem quer|Traz uma praga|E me afaga a pele|Crescei, luar|Pra iluminar as trevas|Fundas da paixão|Eu quis lutar|Contra o poder do amor|Caí nos pés do vencedor|Para ser o serviçal|De um samurai|Mas eu tô tão feliz!|Dizem que o amor|Atrai...|© 1982 Luanda Edições Musicais Ltda.",https://www.vagalume.com.br/djavan/samurai.html,3ade68b6gcf69eda3
29,29,Se...,"Você disse que não sabe se não|Mas também não tem certeza que sim|Quer saber?|Quando é assim|Deixa vir do coração|Você sabe que eu só penso em você|Você diz só que vive pensando em mim|Pode ser|Se é assim|Você tem que largar a mão do não|Soltar essa louca, arder de paixão|Não há como doer pra decidir|Só dizer sim ou não|Mas você adora um se...|Eu levo a sério mas você disfarça|Você me diz à beça e eu nessa de horror|E me remete ao frio que vem lá do sul|Insiste em zero a zero e eu quero um a um|Sei lá o que te dá, não quer meu calor|São Jorge por favor me empresta o dragão|Mais fácil aprender japonês em braile|Do que você decidir se dá ou não.|© 1992 Luanda Edições Musicais Ltda.",https://www.vagalume.com.br/djavan/se.html,3ade68b6g6d18fda3
30,30,Águas de Março,"É pau, é pedra, é o fim do caminho|É um resto de toco, é um pouco sozinho|É um caco de vidro, é a vida, é o sol|É a noite, é a morte, é o laço, é o anzol|É peroba do campo, é o nó da madeira|Caingá candeia, é o Matita-Pereira|É madeira de vento, tombo da ribanceira|É o mistério profundo, é o queira ou não queira|É o vento ventando, é o fim da ladeira|É a viga, é o vão, festa da cumeeira|É a chuva chovendo, é conversa ribeira|Das águas de março, é o fim da canseira|É o pé, é o chão, é a marcha estradeira|Passarinho na mão, pedra de atiradeira|É uma ave no céu, é uma ave no chão|É um regato, é uma fonte, é um pedaço de pão|É o fundo do poço, é o fim do caminho|No rosto um desgosto, é um pouco sozinho|É um estrepe, é um prego, é uma ponta, é um ponto|É um pingo pingando, é uma conta, é um conto|É um peixe, é um gesto, é uma prata brilhando|É a luz da manhã, é o tijolo chegando|É a lenha, é o dia, é o fim da picada|É a garrafa de cana, o estilhaço na estrada|É o projeto da casa, é o corpo na cama|É o carro enguiçado, é a lama, é a lama|É um passo, é uma ponte, é um sapo, é uma rã|É um resto de mato na luz da manhã|São as águas de março fechando o verão|É a promessa de vida no teu coração|É pau, é pedra, é o fim do caminho|É um resto de toco, é um pouco sozinho|É uma cobra é um pau, é João é José|É um espinho na mão, é um corte no pé|São as águas de março fechando o verão|É a promessa de vida no teu coração|É pau, é pedra, é o fim do caminho|É um resto de toco, é um pouco sozinho|É um passo, é uma ponte, é um sapo é uma rã|É um belo horizonte, é uma febre terçã|São as águas de março fechando o verão|É a promessa de vida no teu coração|Pau, pedra, fim, caminho|Resto, toco, pouco, sozinho|Caco, vidro, vida, oh, noite, morte|Passo, anzol|São as águas de março fechando o verão|É a promessa de vida no teu coração",https://www.vagalume.com.br/elis-regina/aguas-de-marco.html,3ade68b6g2056fda3
31,31,Era Um Garoto Que Como Eu Amava os Beatles e os Rolling Stones,"Era um garoto Que como eu|Amava os Beatles E os Rolling Stones..|Girava o mundo Sempre a cantar As coisas lindas|Da América...|Não era belo Mas mesmo assim|Havia mil garotas afim Cantava Help|And Ticket To Ride Oh Lady Jane, Yesterday...|Cantava viva, à liberdade Mas uma carta sem esperar|Da sua guitarra, o separou Fora chamado na América...|Stop! Com Rolling Stones Stop! Com Beatles songs|Mandado foi ao Vietnã Lutar com vietcongs...|Ratá-tá tá tá...|Tatá-rá tá tá...|Ratá-tá tá tá...|Tatá-rá tá tá...|Ratá-tá tá tá...|Tatá-rá tá tá...|Ratá-tá tá tá...|Era um garoto Que como eu! Amava os Beatles E os Rolling Stones|Girava o mundo Mas acabou! Fazendo a guerra No Vietnã...|Cabelos longos Não usa mais|Nem toca a sua Guitarra e sim|Um instrumento Que sempre dá|A mesma nota Ra-tá-tá-tá...|Não tem amigos Nem vê garotas|Só gente morta Caindo ao chão|Ao seu país Não voltará|Pois está morto No Vietnã...|Stop! Com Rolling Stones Stop! Com Beatles songs|No peito um coração não há Mas duas medalhas sim....|Ratá-tá tá tá...|Tatá-rá tá tá...|Ratá-tá tá tá...|Tatá-rá tá tá...|Ratá-tá tá tá...|Tatá-rá tá tá...|Ratá-tá tá tá...|Ra-tá-tá tá-tá ...|Ra-tá-tá tá-tá ...",https://www.vagalume.com.br/engenheiros-do-hawaii/era-um-garoto-que-como-eu-amava-os-beatles-e-os-rolling-stones.html,3ade68b6ge2d9eda3
32,32,Aquele Abraço,"O Rio de Janeiro continua lindo|O Rio de Janeiro continua sendo|O Rio de Janeiro, fevereiro e março|Alô, alô, Realengo - aquele abraço!|Alô, torcida do Flamengo - aquele abraço!|Chacrinha continua balançando a pança|E buzinando a moça e comandando a massa|E continua dando as ordens no terreiro|Alô, alô, seu Chacrinha - velho guerreiro|Alô, alô, Terezinha, Rio de Janeiro|Alô, alô, seu Chacrinha - velho palhaço|Alô, alô, Terezinha - aquele abraço!|Alô, moça da favela - aquele abraço!|Todo mundo da Portela - aquele abraço!|Todo mês de fevereiro - aquele passo!|Alô, Banda de Ipanema - aquele abraço!|Meu caminho pelo mundo eu mesmo traço|A Bahia já me deu régua e compasso|Quem sabe de mim sou eu - aquele abraço!|Pra você que me esqueceu - aquele abraço!|Alô, Rio de Janeiro - aquele abraço!|Todo o povo brasileiro - aquele abraço!",https://www.vagalume.com.br/gilberto-gil/aquele-abraco.html,3ade68b6g4e9aeda3
33,33,Esotérico,"Não adianta nem me abandonar|Porque mistério sempre há de pintar por aí|Pessoas até muito mais vão lhe amar|Até muito mais difíceis que eu pra você|Que eu, que dois, que dez, que dez milhões,|todos iguais|Até que nem tanto esotérico assim|Se eu sou algo incompreensível, meu Deus é mais|Mistério sempre há de pintar por aí|Não adianta nem me abandonar (não adianta não)|Nem ficar tão apaixonada, que nada|Que não sabe nadar|Que morre afogada por mim",https://www.vagalume.com.br/gilberto-gil/esoterico.html,3ade68b6gdc02fda3
34,34,Ainda Ontem Chorei de Saudade,"Você me pede na carta que eu desapareça|Que eu nunca mais te procure pra sempre te esqueça|Posso fazer sua vontade atender seu pedido|Mas esquecer, é bobagem, é tempo perdido.|Ainda ontem chorei de saudade|Relendo a carta, sentindo o perfume|Mas que fazer com essa dor que me invade|Mato esse amor ou me mata o ciúme.|INTRODUÇÃO|O dia inteiro te odeio, te busco, te caço|Mas em meu sonho de noite, eu te beijo e te abraço|Porque os sonhos são meus, ninguém rouba e nem tira|Melhor sonhar na verdade que amar na mentira.|Ainda ontem chorei de saudade|Relendo a carta, sentindo o perfume|Mas que fazer com essa dor que me invade|Mato esse amor ou me mata o ciúme.|By AJARMANI",https://www.vagalume.com.br/joao-mineiro-e-marciano/ainda-ontem-chorei-de-saudade.html,3ade68b7g1fb47ea3
35,35,Além Do Horizonte,Além do horizonte existe um lugar|Bonito e tranquilo pra gente se amar|Além do horizonte deve ter|Algum lugar bonito pra viver em paz|Onde eu possa encontrar a natureza|Alegria e felicidade com certeza|Lá nesse lugar o amanhecer é lindo|Com flores festejando mais um dia que vem vindo|Onde a gente pode se deitar no campo|Se amar na relva escutando o canto dos pássaros|Aproveitar a tarde sem pensar na vida|Andar despreocupado sem saber a hora de voltar|Bronzear o corpo todo sem censura|Gozar a liberdade de uma vida sem frescura|Mas se você não vem comigo nada disso tem valor|De que vale o paraíso sem o amor|Se você não vem comigo tudo isso vai ficar|No horizonte esperando por nós dois|Além do horizonte existe um lugar|Bonito e tranquilo|Pra gente se amar|Mas se você não vem comigo nada disso tem valor|De que vale o paraíso sem amor|Se você não vem comigo tudo isso vai ficar|No horizonte esperando por nós dois|Além do horizonte existe um lugar|Bonito e tranquilo|Pra gente se amar,https://www.vagalume.com.br/jota-quest/alem-do-horizonte.html,3ade68b7g74085ea3
36,36,Só Hoje,"Hoje eu preciso te encontrar de qualquer jeito|Nem que seja só pra te levar pra casa|Depois de um dia normal|Olhar teus olhos de promessas fáceis|E te beijar a boca de um jeito que te faça rir|Que te faça rir|Hoje eu preciso te abraçar|Sentir teu cheiro de roupa limpa|Pra esquecer os meus anseios|E dormir em paz|Hoje eu preciso ouvir qualquer palavra tua|Qualquer frase exagerada que me faça sentir alegria|Em estar vivo|Hoje eu preciso tomar um café|Ouvindo você suspirar|Me dizendo que eu sou o causador da tua insônia|Que eu faço tudo errado sempre|Sempre|Hoje preciso de você|Com qualquer humor|Com qualquer sorriso|Hoje só tua presença|Vai me deixar feliz|Só hoje|Hoje eu preciso ouvir qualquer palavra tua|Qualquer frase exagerada que me faça sentir alegria|Em estar vivo|Hoje eu preciso tomar um café|Ouvindo você suspirar|Me dizendo que eu sou o causador da tua insônia|Que eu faço tudo errado sempre|Sempre|Hoje preciso de você|Com qualquer humor|Com qualquer sorriso|Hoje só tua presença|Vai me deixar feliz|Só hoje|Hoje preciso de você|Com qualquer humor|Com qualquer sorriso|Hoje só tua presença|Vai me deixar feliz, feliz|Só hoje",https://www.vagalume.com.br/jota-quest/so-hoje.html,3ade68b6g2f46fda3
37,37,Pense Em Mim,"Em vez de você ficar pensando nele|Em vez de você viver chorando por ele|Pensa em mim|Chore por mim|Liga pra mim|Não, não liga pra ele|Pra ele|Não chore por ele|Se lembre que eu há muito tempo te amo, te amo, te amo|Quero fazer você feliz|Vamos pegar o primeiro avião|Com destino a felicidade|A felicidade  pra mim é você",https://www.vagalume.com.br/leandro-leonardo/pense-em-mim.html,3ade68b6gf63ceda3
38,38,Eduardo E Mônica,"Quem um dia irá dizer que existe razão|Nas coisas feitas pelo coração? E quem irá dizer|Que não existe razão?|Eduardo abriu os olhos mas não quis se levantar|Ficou deitado e viu que horas eram|Enquanto Mônica tomava um conhaque|No outro canto da cidade|Como eles disseram|Eduardo e Mônica um dia se encontraram sem querer|E conversaram muito mesmo pra tentar se conhecer|Foi um carinha do cursinho do Eduardo que disse|- Tem uma festa legal e a gente quer se divertir|Festa estranha, com gente esquisita|- Eu não estou legal, não aguento mais birita|E a Mônica riu e quis saber um pouco mais|Sobre o boyzinho que tentava impressionar|E o Eduardo, meio tonto, só pensava em ir pra casa|- É quase duas, eu vou me ferrar|Eduardo e Mônica trocaram telefone|Depois telefonaram e decidiram se encontrar|O Eduardo sugeriu uma lanchonete|Mas a Mônica queria ver o filme do Godard|Se encontraram então no parque da cidade|A Mônica de moto e o Eduardo de camelo|O Eduardo achou estranho e melhor não comentar|Mas a menina tinha tinta no cabelo|Eduardo e Mônica eram nada parecidos|Ela era de Leão e ele tinha dezesseis|Ela fazia Medicina e falava alemão|E ele ainda nas aulinhas de inglês|Ela gostava do Bandeira e do Bauhaus|De Van Gogh e dos Mutantes|Do Caetano e de Rimbaud|E o Eduardo gostava de novela|E jogava futebol-de-botão com seu avô|Ela falava coisas sobre o Planalto Central|Também magia e meditação|E o Eduardo ainda estava|No esquema ""escola, cinema, clube, televisão""|E, mesmo com tudo diferente|Veio mesmo, de repente|Uma vontade de se ver|E os dois se encontravam todo dia|E a vontade crescia|Como tinha de ser|Eduardo e Mônica fizeram natação, fotografia|Teatro e artesanato e foram viajar|A Mônica explicava pro Eduardo|Coisas sobre o céu, a terra, a água e o ar|Ele aprendeu a beber, deixou o cabelo crescer|E decidiu trabalhar|E ela se formou no mesmo mês|Em que ele passou no vestibular|E os dois comemoraram juntos|E também brigaram juntos, muitas vezes depois|E todo mundo diz que ele completa ela e vice-versa|Que nem feijão com arroz|Construíram uma casa uns dois anos atrás|Mais ou menos quando os gêmeos vieram|Batalharam grana e seguraram legal|A barra mais pesada que tiveram|Eduardo e Mônica voltaram pra Brasília|E a nossa amizade dá saudade no verão|Só que nessas férias não vão viajar|Porque o filhinho do Eduardo|Tá de recuperação|E quem um dia irá dizer que existe razão|Nas coisas feitas pelo coração? E quem irá dizer|Que não existe razão?",https://www.vagalume.com.br/legiao-urbana/eduardo-e-monica.html,3ade68b6gbe2ceda3
39,39,Índios,"Quem me dera ao menos uma vez|Ter de volta todo o ouro que entreguei a quem|Conseguiu me convencer que era prova de amizade|Se alguém levasse embora até o que eu não tinha|Quem me dera ao menos uma vez|Esquecer que acreditei que era por brincadeira|Que se cortava sempre um pano-de-chão|De linho nobre e pura seda|Quem me dera ao menos uma vez|Explicar o que ninguém consegue entender:|O que aconteceu ainda está por vir|E o futuro não é mais como era antigamente|Quem me dera ao menos uma vez|Provar que quem tem mais do que precisa ter|Quase sempre se convence que não tem o bastante|E fala demais por não ter nada a dizer|Quem me dera ao menos uma vez|Que o mais simples fosse visto como o mais importante|Mas nos deram espelhos|E vimos um mundo doente|Quem me dera ao menos uma vez|Entender como um só deus ao mesmo tempo é três|E esse mesmo deus foi morto por vocês|Sua maldade então, deixaram deus tão triste|Eu quis o perigo e até sangrei sozinho, entenda|Assim pude trazer você de volta pra mim|Quando descobri que é sempre só você|Que me entende do inicio ao fim|E é só você que tem a cura pro meu vício|De insistir nessa saudade que eu sinto|De tudo o que eu ainda não vi|Quem me dera ao menos uma vez|Acreditar por um instante em tudo que existe|E acreditar que o mundo é perfeito|E que todas as pessoas são felizes|Quem me dera ao menos uma vez|Fazer com que o mundo saiba que seu nome|Está em tudo e mesmo assim|Ninguém lhe diz ao menos obrigado|Quem me dera ao menos uma vez|Como a mais bela tribo|Dos mais belos índios|Não ser atacado por ser inocente|Eu quis o perigo e até sangrei sozinho, entenda|Assim pude trazer você de volta pra mim|Quando descobri que é sempre só você|Que me entende do início ao fim|E é só você que tem a cura pro meu vício|De insistir nessa saudade que eu sinto|De tudo o que eu ainda não vi|Nos deram espelhos|E vimos um mundo doente|Tentei chorar e não consegui",https://www.vagalume.com.br/legiao-urbana/indios.html,3ade68b4ga596eda3
40,40,Pais e Filhos,"Estátuas e cofres|E paredes pintadas|Ninguém sabe o que aconteceu|Ela se jogou da janela do quinto andar|Nada é fácil de entender|Dorme agora|É só o vento lá fora|Quero colo|Vou fugir de casa|Posso dormir aqui|Com vocês?|Estou com medo tive um pesadelo|Só vou voltar depois das três|Meu filho vai ter|Nome de santo|Quero o nome mais bonito|É preciso amar as pessoas|Como se não houvesse amanhã|Porque se você parar pra pensar|Na verdade não há|Me diz por que é que o céu é azul|Me explica a grande fúria do mundo|São meus filhos que tomam conta de mim|Eu moro com a minha mãe|Mas meu pai vem me visitar|Eu moro na rua, não tenho ninguém|Eu moro em qualquer lugar|Já morei em tanta casa que nem me lembro mais|Eu moro com meus pais|É preciso amar as pessoas|Como se não houvesse amanhã|Porque se você parar pra pensar|Na verdade não há|Sou uma gota d'água|Sou um grão de areia|Você me diz que seus pais não entendem|Mas você não entende seus pais|Você culpa seus pais por tudo|Isso é absurdo|São crianças como você|O que você vai ser|Quando você crescer",https://www.vagalume.com.br/legiao-urbana/pais-e-filhos.html,3ade68b6ged2ceda3
41,41,Quase Sem Querer,Tenho andado distraído|Impaciente e indeciso|E ainda estou confuso|Só que agora é diferente|Estou tão tranquilo e tão contente|Quantas chances desperdicei|Quando o que eu mais queria|Era provar pra todo o mundo|Que eu não precisava provar nada pra ninguém|Me fiz em mil pedaços|Pra você juntar|E queria sempre achar|Explicação pro que eu sentia|Como um anjo caído|Fiz questão de esquecer|Que mentir pra si mesmo|É sempre a pior mentira|Mas não sou mais tão criança|A ponto de saber tudo|Já não me preocupo se eu não sei por quê|Às vezes o que eu vejo quase ninguém vê|E eu sei que você sabe quase sem querer|Que eu vejo o mesmo que você|Tão correto e tão bonito|O infinito é realmente|Um dos deuses mais lindos|Sei que às vezes uso|Palavras repetidas|Mas quais são as palavras|Que nunca são ditas?|Me disseram que você|Estava chorando|E foi então que percebi|Como lhe quero tanto|Já não me preocupo se eu não sei porquê|Às vezes o que eu vejo quase ninguém vê|E eu sei que você sabe quase sem querer|Que eu quero o mesmo que você,https://www.vagalume.com.br/legiao-urbana/quase-sem-querer.html,3ade68b6g6e32fda3
42,42,Que País é Esse?,"Nas favelas, no Senado|Sujeira pra todo lado|Ninguém respeita a Constituição|Mas todos acreditam no futuro da nação|Que país é esse?|Que país é esse?|Que país é esse?|No Amazonas, no Araguaia|Na Baixada Fluminense|Mato Grosso, Minas Gerais|E no Nordeste tudo em paz|Na morte eu descanso|Mas o sangue anda solto|Manchando os papéis, documentos fiéis|Ao descanso do patrão|Que país é esse?|Que país é esse?|Que país é esse?|Que país é esse?|Terceiro Mundo se for piada no exterior|Mas o Brasil vai ficar rico|Vamos faturar um milhão|Quando vendermos todas as almas|Dos nossos índios num leilão|Que país é esse?|Que país é esse?|Que país é esse?|Que país é esse?",https://www.vagalume.com.br/legiao-urbana/que-pais-e-esse.html,3ade68b7gea2e3ea3
43,43,Será,"Tire suas mãos de mim|Eu não pertenço a você|Não é me dominando assim|Que você vai me entender|Eu posso estar sozinho,|Mas eu sei muito bem aonde estou|Você pode até duvidar|Acho que isso não é amor|Será só imaginação?|Será que nada vai acontecer?|Será que é tudo isso em vão?|Será que vamos conseguir vencer?|Nos perderemos entre monstros|Da nossa própria criação|Serão noites inteiras|Talvez por medo da escuridão|Ficaremos acordados|Imaginando alguma solução|Pra que esse nosso egoísmo|Não destrua nosso coração|Será só imaginação?|Será que nada vai acontecer?|Será que é tudo isso em vão?|Será que vamos conseguir vencer?|Brigar pra quê se é sem querer?|Quem é que vai nos proteger?|Será que vamos ter que responder|Pelos erros a mais, eu e você?",https://www.vagalume.com.br/legiao-urbana/serasem-cifra.html,3ade68b7g911e4ea3
44,44,Tempo Perdido,"Todos os dias quando acordo|Não tenho mais o tempo que passou|Mas tenho muito tempo|Temos todo o tempo do mundo|Todos os dias antes de dormir|Lembro e esqueço como foi o dia|Sempre em frente|Não temos tempo a perder|Nosso suor sagrado|É bem mais belo que esse sangue amargo|E tão sério e selvagem|Selvagem, selvagem|Veja o sol dessa manhã tão cinza|A tempestade que chega é da cor dos teus olhos|Castanhos|Então me abraça forte|Me diz mais uma vez que já estamos|Distantes de tudo|Temos nosso próprio tempo|Temos nosso próprio tempo|Temos nosso próprio tempo|Não tenho medo do escuro|Mas deixe as luzes acesas agora|O que foi escondido é o que se escondeu|E o que foi prometido, ninguém prometeu|Nem foi tempo perdido|Somos tão jovens|Tão jovens, tão jovens",https://www.vagalume.com.br/legiao-urbana/tempo-perdido.html,3ade68b6gfd2ceda3
45,45,Anna Julia,"Quem te ver passar assim por mim não sabe o que é sofrer|Ter que ver você assim sempre tão linda|Contemplar o sol do teu olhar, perder você no ar|Na certeza de um amor|Me achar um nada|Pois, sem ter teu carinho eu me sinto sozinho|Eu me afogo em solidão|Oh, Anna Julia|Oh, Anna Julia|Nunca acreditei na ilusão de ter você pra mim|Me atormenta a previsão do nosso destino|Eu passando o dia a te esperar, você sem me notar|Quando tudo tiver fim, você vai estar com um cara|Um alguém sem carinho|Será sempre um espinho dentro do meu coração|Oh, Anna Julia|Oh, Anna Julia|Sei que você já não quer o meu amor|Sei que você já não gosta de mim|Eu sei que eu não sou quem você sempre sonhou|Mas vou reconquistar o seu amor todo pra mim|Oh Anna Julia|Oh Anna Julia|Oh Anna Julia|Oh Anna Julia,Julia,Julia ou, ou, ou",https://www.vagalume.com.br/los-hermanos/anna-julia.html,3ade68b6g901beda3
46,46,Asa Branca,"Quando olhei a terra ardendo|Qual fogueira de São João|Eu preguntei a Deus do céu, ai|Por que tamanha judiação|Eu perguntei a Deus do céu, ai|Por que tamanha judiação|Que braseiro, que fornalha|Nem um pé de plantação|Por falta d'água perdi meu gado|Morreu de sede meu alazão|Por falta d'água perdi meu gado|Morreu de sede meu alazão|Até mesmo a asa branca|Bateu asas do sertão|Entonce eu disse, adeus Rosinha|Guarda contigo meu coração|Entonce eu disse, adeus Rosinha|Guarda contigo meu coração|Hoje longe, muitas léguas|Numa triste solidão|Espero a chuva cair de novo|Pra mim voltar pro meu sertão|Espero a chuva cair de novo|Pra mim voltar pro meu sertão|Quando o verde dos teus olhos|Se espalhar na plantação|Eu te asseguro não chore não, viu|Que eu voltarei, viu|Meu coração|Eu te asseguro não chore não, viu|Que eu voltarei, viu|Meu coração",https://www.vagalume.com.br/luiz-gonzaga/asa-branca.html,3ade68b6g5542fda3
